Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
10,3510,"Warrendale Sales, Agent XVII ","","Sergeant Capps","","B    ",Colt,"Sergeant Capps","West Coast","Private Estate","","","","","Rhonda Capps",6000
10,3511,"Airdrie Stud Raised and Offered ","","Kerner","","B    ",Colt,"Kerner","Unified","Proud Betty","","","","","John Ennis, Agent",27000
10,3512,"Four Star Sales, Agent ","","Mojo Rising","","B    ",Filly,"Mojo Rising","Mo Town","Purecraziluck","","","","","Larry Howard",37000
10,3513,"Grovendale Sales, Agent V ","","Hedge","","CH",Colt,"Hedge","Volatile","Qiaona","","","","","Stacey Moak",55000
10,3514,"Shawhan Place LLC, Agent II ","","Twirling Candy --- Queen Madison","","B    ",Colt,"","Twirling Candy","Queen Madison","","","","","John Fahey, Agent for Richard Baltas",82000
10,3515,"Bluegrass Thoroughbred Services Inc., Agent IX ","","Quite So","","CH",Filly,"Quite So","Goldencents","Quick Witted","","","","","Out",0
10,3516,"Vinery Sales, Agent LXXIX ","","Summer Front --- Range Marker","","B",Colt,"","Summer Front","Range Marker","","","","","Out",0
10,3517,"Grovendale Sales, Agent II ","","Daredevil --- Rappin Ruby","","CH",Filly,"","Daredevil","Rappin Ruby","","","","","Out",0
10,3518,"Warrendale Sales, Agent for WinStar Farm Bred & Raised ","","Yoshida (JPN) --- Rattataptap","","DB/BR",Filly,"","Yoshida (JPN)","Rattataptap","","","","","Carlos Perez",26000
10,3519,"Burleson Farms, Agent ","","Finestkind","","DB/BR",Colt,"Finestkind","Violence","Ready Reply","","","","","Out",0
10,3520,"Indian Creek, Agent ","","Dialed In --- Real Fancy Runner","","DB/BR",Colt,"","Dialed In","Real Fancy Runner","","","","","Ela Racing Stable",15000
10,3521,"Brookdale Sales, Agent for Jack Swain ","","Ponderosa","","DB/BR",Colt,"Ponderosa","Blame","Relaxing Green","","","","","Kamil Ozhan",50000
10,3522,"Four Star Sales, Agent ","","Got That Drip","","CH",Colt,"Got That Drip","Audible","Relentless Miss","","","","","Anthony Farrior",16000
10,3523,"Buckland Sales (Zach Madden), Agent X ","","Mo Town --- Revealing Quality","","B    ",Colt,"","Mo Town","Revealing Quality","","","","","Walmac Farm",50000
10,3524,"Blandford Stud (Padraig Campion), Agent ","","Kantharos --- Ria Munk","","CH   ",Colt,"","Kantharos","Ria Munk","","","","","Royal Flush Racing",65000
10,3525,"Paramount Sales, Agent XII ","","Marvelous Mo","","B",Colt,"Marvelous Mo","Mo Town","Risk Control","","","","","Pewter Stable",25000
10,3526,"Ballysax Bloodstock, Agent XIX ","","Vekoma --- Rochelle Rochelle","","CH",Colt,"","Vekoma","Rochelle Rochelle","","","","","Daren English, Agent for Richard Benton",42000
10,3527,"Taylor Made Sales Agency, Agent CLXII ","","Caravaggio --- Romana Ruler (CHI)","","DB/BR",Filly,"","Caravaggio","Romana Ruler (CHI)","","","","","Out",0
10,3528,"Four Star Sales, Agent ","","War of Will --- Rumble Doll","","B",Colt,"","War of Will","Rumble Doll","","","","","R.N.A. (75,000)",---
10,3529,"Sequel New York, Agent for Chester and Mary Broman ","","Catalina Cruiser --- Rumors of Glory","","B",Colt,"","Catalina Cruiser","Rumors of Glory","","","","","Out",0
10,3530,"Wynnstay Sales, Agent I ","","Ace of Cats","","DB/BR",Filly,"Ace of Cats","Isotherm","Safari Kitten","","","","","Out",0
10,3531,"Taylor Made Sales Agency, Agent CLXXI ","","Pretty Cecy","","CH   ",Filly,"Pretty Cecy","Catalina Cruiser","Sail On","","","","","Juan Garcia",80000
10,3532,"Paramount Sales, Agent XXXIII ","","Caravaggio --- Sally Dangles","","GR/RO",Colt,"","Caravaggio","Sally Dangles","","","","","R.N.A. (24,000)",---
10,3533,"Hidden Brook, Agent XX ","","Plaza Cue","","B",Filly,"Plaza Cue","Sky Mesa","Samba Breeze","","","","","Baccari Bloodstock for DWF",17000
10,3534,"Four Star Sales, Agent ","","Union Rags --- Scatkey","","B",Filly,"","Union Rags","Scatkey","","","","","Out",0
10,3535,"Taylor Made Sales Agency, Agent XCVI ","","Hard Spun --- Sea Garden","","B",Colt,"","Hard Spun","Sea Garden","","","","","HTC & Voric Stables",82000
10,3536,"Shawhan Place LLC ","","Mineshaft --- Sea Holiday","","DB/BR",Colt,"","Mineshaft","Sea Holiday","","","","","John Castillo",32000
10,3537,"Vinery Sales, Agent XXX ","","Flameaway --- Selfie","","DB/BR",Filly,"","Flameaway","Selfie","","","","","EA Bloodstock",10000
10,3538,"Warrendale Sales, Agent XII ","","Cloud Computing --- Senses of Emirates","","B    ",Filly,"","Cloud Computing","Senses of Emirates","","","","","Tim Bockhorn",10000
10,3539,"Wynnstay Sales, Agent IV ","","Cause Im Ready","","B",Filly,"Cause Im Ready","Brody's Cause","Set'n On Ready","","","","","Out",0
10,3540,"Brookdale Sales, Agent for Mineola Farm ","","Continuity","","B    ",Filly,"Continuity","Speightster","Shady Reflection","","","","","R.N.A. (27,000)",---
10,3541,"Four Star Sales, Agent ","","Cloud Computing --- She's Roughin It","","B    ",Filly,"","Cloud Computing","She's Roughin It","","","","","R.N.A. (42,000)",---
10,3542,"Paramount Sales, Agent LXII ","","La Orgullosa","","B    ",Filly,"La Orgullosa","Jimmy Creed","Shining Cause","","","","","Genaro Garcia",19000
10,3543,"Straight Line Equine Sales, Agent ","","Catalina Cruiser --- Short Iron","","CH   ",Colt,"","Catalina Cruiser","Short Iron","","","","","Greg Foley, Agent for Fred Schwartz",30000
10,3544,"Four Star Sales, Agent ","","Tom's d'Etat --- Siempre Mi Amor","","DB/BR",Filly,"","Tom's d'Etat","Siempre Mi Amor","","","","","Calumet Farm",75000
10,3545,"Straight Line Equine Sales, Agent ","","Instagrand --- Siesta","","B    ",Colt,"","Instagrand","Siesta","","","","","Enio Russo",22000
10,3546,"Peter Sheppell Thoroughbreds, Agent ","","The Ring Game","","B",Colt,"The Ring Game","Vekoma","Significant Bling","","","","","Royer Family Stables LLC",45000
10,3547,"Hidden Brook, Agent XXXI ","","Brengungirl","","B    ",Filly,"Brengungirl","Point of Entry","Silent Sister","","","","","Canuck Racing Club 2LP",52000
10,3548,"Hidden Brook, Agent XXXI ","","Ima Chunky Monkey","","B",Colt,"Ima Chunky Monkey","Mitole","Silent Sparkle","","","","","Duane Wells",4000
10,3549,"St George Sales, Agent XXVII ","","Maximum Security --- Silly Factor","","GR/RO",Filly,"","Maximum Security","Silly Factor","","","","","Out",0
10,3550,"Warrendale Sales, Agent XV ","","Catalina Cruiser --- Sing Sing Dixie","","DB/BR",Colt,"","Catalina Cruiser","Sing Sing Dixie","","","","","J P R",25000
10,3551,"Taylor Made Sales Agency, Agent XLV ","","Very Unlikely","","B",Filly,"Very Unlikely","Improbable","Singwiththebirds","","","","","Barry and Carol Conrad",42000
10,3552,"Taylor Made Sales Agency, Agent XXVII ","","Instagrand --- Sistas Ready","","DB/BR",Colt,"","Instagrand","Sistas Ready","","","","","Don't Stop Me Now Stable",105000
10,3553,"Stone Farm ","","Wisp","","B",Filly,"Wisp","Runhappy","Sky Mirage","","","","","Out",0
10,3554,"Four Star Sales, Agent ","","Uncle Mo --- Slimey","","DB/BR",Filly,"","Uncle Mo","Slimey","","","","","MWG, LLC",40000
10,3555,"Indian Creek, Agent ","","Tipsy Tiger","","B",Colt,"Tipsy Tiger","Mitole","Smiling Kitten","","","","","Ray Bryner Agent for Stacey Rushton",10000
10,3556,"Grovendale Sales, Agent II ","","Street Boss --- Snow Mesa","","GR/RO",Colt,"","Street Boss","Snow Mesa","","","","","3 - Sisters",35000
10,3557,"Sequel New York, Agent for Chester and Mary Broman ","","Gun Runner --- Solar Surge","","B",Colt,"","Gun Runner","Solar Surge","","","","","Out",0
10,3558,"Four Star Sales, Agent ","","Midnight Lute --- Sole Miss","","B    ",Colt,"","Midnight Lute","Sole Miss","","","","","Isaias Argeta",10000
10,3559,"Paramount Sales, Agent LXXI ","","Spring Dream","","CH",Colt,"Spring Dream","Vino Rosso","Song of Spring","","","","","Out",0
10,3560,"Warrendale Sales, Agent XXIV ","","Double Sugar Shack","","DB/BR",Colt,"Double Sugar Shack","Union Rags","Souper Sugar Shack","","","","","Hugo Chahin Maluly",17000
10,3561,"Mill Ridge Sales, Agent XII ","","Daredevil --- South Bank","","GR/RO",Filly,"","Daredevil","South Bank","","","","","Grassroots Training & Sales LLC",35000
10,3562,"Vinery Sales, Agent LXXXIX ","","Cairo Prince --- Southern Christmas","","B",Filly,"","Cairo Prince","Southern Christmas","","","","","R.N.A. (95,000)",---
10,3563,"Four Star Sales, Agent ","","Audible --- Speed Dating","","DB/BR",Filly,"","Audible","Speed Dating","","","","","Aureliano Noguez",4000
10,3564,"Blake-Albina Thoroughbred Services LLC, Agent III ","","McKinzie --- Spitefulness","","B",Filly,"","McKinzie","Spitefulness","","","","","Thomas & Mitchell Bloodstock",27000
10,3565,"Ballysax Bloodstock, Agent XIX ","","Global Campaign --- Starry Expectation","","DB/BR",Filly,"","Global Campaign","Starry Expectation","","","","","KDE Equine",45000
10,3566,"Taylor Made Sales Agency, Agent CXXIV ","","Brikell","","DB/BR",Colt,"Brikell","Clearly Now","Stars Forever","","","","","Arcadio Escamilla",3000
10,3567,"Buckland Sales (Zach Madden), Agent XXI ","","Mshawish --- Starstruck (IRE)","","B",Filly,"","Mshawish","Starstruck (IRE)","","","","","Out",0
10,3568,"Taylor Made Sales Agency, Agent LXVI ","","Dhafer","","DB/BR",Colt,"Dhafer","Mendelssohn","Stella Stellina","","","","","Ibrahim-Adam-Rachid",9000
10,3569,"Warrendale Sales, Agent XXVII ","","Complexity --- Stick to Your Guns","","B    ",Filly,"","Complexity","Stick to Your Guns","","","","","Jones/Evertt, Agt. for Belmar Racing",100000
10,3570,"Sequel New York, Agent for Chester and Mary Broman ","","Farm House","","CH",Filly,"Farm House","Instagrand","Storm Now","","","","","Out",0
10,3571,"Paramount Sales, Agent LI ","","Intihuatana","","B",Filly,"Intihuatana","Union Rags","Stormy Caress","","","","","Alberto Gubbins",22000
10,3572,"Brookdale Sales, Agent ","","Frosted --- Streaker","","B",Colt,"","Frosted","Streaker","","","","","Korea Racing Authority",110000
10,3573,"Mulholland Springs, Agent XIV ","","Volatile --- Strike Free","","CH",Filly,"","Volatile","Strike Free","","","","","Eighth Avenue Partners",20000
10,3574,"Shawhan Place LLC, Agent III ","","Steppe","","DB/BR",Colt,"Steppe","Sky Mesa","Subtle Step","","","","","R.N.A. (27,000)",---
10,3575,"Buck Pond Farm (Douglas S. Arnold), Agent ","","Shancelot --- Summer Breeze","","DB/BR",Filly,"","Shancelot","Summer Breeze","","","","","Grassroots Training & Sales LLC",55000
10,3576,"Stone Farm ","","Sarriette","","DB/BR",Filly,"Sarriette","Unified","Summer Savory","","","","","Out",0
10,3577,"Mulholland Springs, Agent XX ","","Vekoma --- Summer Shade","","B",Filly,"","Vekoma","Summer Shade","","","","","Isdel Diaz",4000
10,3578,"Taylor Made Sales Agency, Agent for Stonestreet Bred & Raised","","Zappo","","B    ",Colt,"Zappo","Ghostzapper","Sun Child","","","","","Halvorson Bloodstock, Agent",37000
10,3579,"Hinkle Farms ","","Ramsey Pond","","B",Filly,"Ramsey Pond","Divisidero","Surfs Edge","","","","","Kenneth L. Ramsey",100000
10,3580,"Paramount Sales, Agent XXXV ","","War of Will --- Sweet Candy Dance","","B",Filly,"","War of Will","Sweet Candy Dance","","","","","Marc A. Wampler, Agent for Pocket Aces Racing",62000
10,3581,"Bluegrass Thoroughbred Services Inc., Agent VII ","","Saltapatras","","DB/BR",Filly,"Saltapatras","Spun to Run","Sweet Delight","","","","","Francisco Moreyra",8000
10,3582,"Four Star Sales, Agent ","","Wagashi","","B    ",Colt,"Wagashi","First Samurai","Sweetest","","","","","R.N.A. (25,000)",---
10,3583,"St George Sales, Agent XXXV ","","Mastery --- Sweetest Sound","","B",Filly,"","Mastery","Sweetest Sound","","","","","Magnolia Breeze",27000
10,3584,"Four Star Sales, Agent ","","Palabra de Honor","","CH",Colt,"Palabra de Honor","Global Campaign","Sweetness 'n Light","","","","","Wake Forest Stable",25000
10,3585,"Blandford Stud (Padraig Campion), Agent ","","Volatile --- Sympathetic","","GR/RO",Colt,"","Volatile","Sympathetic","","","","","Barry Berkelhammer, Agent",17000
10,3586,"Nicky Drion Thoroughbreds, Agent I ","","Tapiture --- Tante Zoe","","CH",Filly,"","Tapiture","Tante Zoe","","","","","Nestor Martinez",15000
10,3587,"Four Star Sales, Agent ","","Bolt d'Oro --- Tap Class","","B",Filly,"","Bolt d'Oro","Tap Class","","","","","R.N.A. (95,000)",---
10,3588,"Ballysax Bloodstock, Agent XVII ","","American Pride","","DB/BR",Colt,"American Pride","Midshipman","Thakaa","","","","","Pewter Stable",20000
10,3589,"Mulholland Springs, Agent XIII ","","Catalina Cruiser --- Tiger Cat Lilly","","B    ",Filly,"","Catalina Cruiser","Tiger Cat Lilly","","","","","Notya Mamma Stable",15000
10,3590,"Paramount Sales, Agent LXXXIII ","","La Manada","","B",Filly,"La Manada","Bolt d'Oro","Tigress Tale","","","","","Choctaw Racing",127000
10,3591,"Four Star Sales, Agent ","","Say I Do Sadie","","CH",Filly,"Say I Do Sadie","Vekoma","Timeless","","","","","Double Down Racing",40000
10,3592,"Mill Ridge Sales, Agent XVII ","","Blushing Bonnie","","CH",Filly,"Blushing Bonnie","Street Boss","Titled","","","","","Joel B. Hunsburger",4000
10,3593,"Bluegrass Thoroughbred Services Inc., Agent IX ","","Wiz the Bomb","","DB/BR",Filly,"Wiz the Bomb","Gormley","Tiz the Key","","","","","Out",0
10,3594,"Paramount Sales, Agent III ","","Instagrand --- Tomato Bisque","","GR/RO",Colt,"","Instagrand","Tomato Bisque","","","","","Out",0
10,3595,"Four Star Sales, Agent for Spendthrift Farm LLC ","","Vekoma --- Topic","","B",Colt,"","Vekoma","Topic","","","","","David Racing LLC",14000
10,3596,"Bluegrass Thoroughbred Services Inc., Agent II ","","Miss Control Freak","","DB/BR",Filly,"Miss Control Freak","Higher Power","Total Control","","","","","Brady Lund",30000
10,3597,"Buckland Sales (Zach Madden), Agent XIX ","","Unified --- Touch of Gray","","DB/BR",Filly,"","Unified","Touch of Gray","","","","","Kenneth McPeek, Agent",82000
10,3598,"Taylor Made Sales Agency, Agent LXVIII ","","Bolt d'Oro --- Treasure Box","","B",Colt,"","Bolt d'Oro","Treasure Box","","","","","R.N.A. (100,000)",---
10,3599,"Straight Line Equine Sales, Agent ","","Trixie Crown","","DB/BR",Filly,"Trixie Crown","Outwork","Trixie Racer","","","","","Martha Catalina Vargas Hernandez",2500
10,3600,"Vinery Sales, Agent XCI ","","Hard Spun --- Trojan Song Girl","","B",Colt,"","Hard Spun","Trojan Song Girl","","","","","Ryan Scott",25000
10,3601,"Warrendale Sales, Agent XLIII ","","Vino Rosso --- Truc's Love","","CH",Filly,"","Vino Rosso","Truc's Love","","","","","Out",0
10,3602,"Candy Meadows Sales, Agent III ","","Milei","","B    ",Colt,"Milei","Alternation","Turko Treat","","","","","Ed Vaughan, Agent",27000
10,3603,"Paramount Sales, Agent XXXI ","","Tiz the Law --- Twirling Owen","","B",Filly,"","Tiz the Law","Twirling Owen","","","","","Out",0
10,3604,"Indian Creek, Agent ","","Daw Samaa","","DB/BR",Colt,"Daw Samaa","Omaha Beach","Tzawonderfulspring","","","","","Sancal for Five Horsemen Stable & Krakow Racing",25000
10,3605,"Grovendale Sales, Agent IV ","","Wiseking","","GR/RO",Colt,"Wiseking","Bernardini","Unbridled Diamond","","","","","FMQ Stables",40000
10,3606,"Taylor Made Sales Agency, Agent CVI ","","Jimmy Creed --- Unethical","","CH",Filly,"","Jimmy Creed","Unethical","","","","","Greg Foley, Agent for Fred Schwartz",75000
10,3607,"Paramount Sales, Agent IX ","","Audible Victory","","B",Filly,"Audible Victory","Audible","Vancouver Island","","","","","Garcia Racing Stables",25000
10,3608,"Indian Creek, Agent ","","Tiz the Law --- Vanna Belle","","CH",Filly,"","Tiz the Law","Vanna Belle","","","","","Angel Ordonez",22000
10,3609,"Vinery Sales, Agent XLIX ","","Marcinkowski","","DB/BR",Filly,"Marcinkowski","Blame","Verdura","","","","","Caitriona Clancy / Elements Racing",50000
10,3610,"Brookdale Sales, Agent ","","Glorious Musings","","DB/BR",Filly,"Glorious Musings","Mendelssohn","Victory Garden","","","","","Elise Handler, Agent for Dan Churilla",5000
10,3611,"Warrendale Sales, Agent IV ","","Laoban --- Virtuoso","","B    ",Filly,"","Laoban","Virtuoso","","","","","Manuel Chavez",12000
11,3612,"Highgate Sales, Agent VIII ","","Unbridled Peace","","GR/RO",Filly,"Unbridled Peace","Lord Nelson","War for Peace","","","","","Out",0
11,3613,"Machmer Hall Sales, Agent for Machmer Hall ","","Union Rags --- Warranty","","DB/BR",Filly,"","Union Rags","Warranty","","","","","Out",0
11,3614,"Legacy Bloodstock, Agent V ","","Preservationist --- We Love Lucy","","CH   ",Colt,"","Preservationist","We Love Lucy","","","","","Eric Aquino",22000
11,3615,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent X ","","Teddy P","","DB/BR",Colt,"Teddy P","Mor Spirit","Why Lucy Why","","","","","Altow E Brown Jr.",10000
11,3616,"Sally Thomas, Agent ","","Good Looking Ghost","","CH",Colt,"Good Looking Ghost","Shaman Ghost","Winning Entry","","","","","Rafael Matos",8000
11,3617,"Bluewater Sales LLC, Agent XX ","","Daddys Dreamin","","B",Filly,"Daddys Dreamin","Maximus Mischief","Wishful Dreamin","","","","","Out",0
11,3618,"Taylor Made Sales Agency, Agent XC ","","Duttons Vengeance","","B",Colt,"Duttons Vengeance","The Factor","Withyourpermission","","","","","Out",0
11,3619,"Gainesway, Agent XXXIX ","","Lord Nelson --- Wonder Stone","","CH",Filly,"","Lord Nelson","Wonder Stone","","","","","Out",0
11,3620,"Hunter Valley Farm, Agent ","","Divisidero --- Won't Back Down","","CH   ",Filly,"","Divisidero","Won't Back Down","","","","","Carl Allsop",14000
11,3621,"Kaizen Sales (Richard Kent), Agent V ","","Goldencents --- Wooded Path","","B",Filly,"","Goldencents","Wooded Path","","","","","R.N.A. (21,000)",---
11,3622,"Machmer Hall Sales, Agent XIV ","","Angels of Blessing","","B",Filly,"Angels of Blessing","City of Light","Yes It's Jackie","","","","","Jahfa-ju Racing Stables LLC",7000
11,3623,"Lane's End, Agent ","","Atrani Bay","","B",Filly,"Atrani Bay","Astern (AUS)","Adirondack Luck","","","","","Equine Consulting, Agent",3000
11,3624,"Darby Dan Farm, Agent XIV ","","Classic Empire --- Adorabella","","B",Colt,"","Classic Empire","Adorabella","","","","","Out",0
11,3625,"Castle Park Farm LLC (Noel Murphy), Agent VII ","","Alzado","","DB/BR",Colt,"Alzado","Air Force Blue","Affairious","","","","","R.N.A. (40,000)",---
11,3626,"Taylor Made Sales Agency, Agent XCVII ","","Dunvegan","","CH",Colt,"Dunvegan","Daredevil","A J's Honey","","","","","Dan Sargent",25000
11,3627,"Hunter Valley Farm, Agent ","","Hit It a Bomb --- Along Came Polly (SAF)","","B    ",Filly,"","Hit It a Bomb","Along Came Polly (SAF)","","","","","Kelly Thoroughbreds LLC",16000
11,3628,"Hunter Valley Farm, Agent ","","War of Will --- Alpha Centauri","","B",Colt,"","War of Will","Alpha Centauri","","","","","Out",0
11,3629,"Hurstland Farm (Alfred H. Nuckols, Jr.), Agent I ","","Tapirs Valor","","B",Colt,"Tapirs Valor","Tapwrit","Alteration","","","","","John A Hancock Racing",15000
11,3630,"Taylor Made Sales Agency, Agent LXVIII ","","Mendelssohn --- Amber Romance (IRE)","","B",Colt,"","Mendelssohn","Amber Romance (IRE)","","","","","Kelly Thoroughbreds LLC",18000
11,3631,"Hill 'n' Dale at Xalapa, Agent ","","Hollywood Beauty","","B",Filly,"Hollywood Beauty","Honor A. P.","America's Friend","","","","","Out",0
11,3632,"Summerfield (Francis and Barbara Vanlangendonck), Agent XVI ","","Frosted --- Anabella Queen","","GR/RO",Filly,"","Frosted","Anabella Queen","","","","","Out",0
11,3633,"Nursery Place, Agent ","","Connect --- Andi's Kitten","","CH",Filly,"","Connect","Andi's Kitten","","","","","New Hope AB LLC",12000
11,3634,"Eaton Sales, Agent ","","Bernardini --- Antianara","","DB/BR",Colt,"","Bernardini","Antianara","","","","","Out",0
11,3635,"Bluewater Sales LLC, Agent III ","","Flameaway --- A Pretty Hansen","","B",Filly,"","Flameaway","A Pretty Hansen","","","","","Out",0
11,3636,"Bluewater Sales LLC, Agent IV ","","Sterling Walker","","DB/BR",Colt,"Sterling Walker","Tapwrit","Arch Almighty","","","","","Out",0
11,3637,"Hunter Valley Farm, Agent ","","I Got the Moves","","CH   ",Colt,"I Got the Moves","Clearly Now","Arch Arch Baby","","","","","Greg Green",6000
11,3638,"Denali Stud, Agent III ","","Bernardini --- Artistic Life","","B",Colt,"","Bernardini","Artistic Life","","","","","Out",0
11,3639,"Kaizen Sales (Richard Kent), Agent V ","","Brody's Cause --- Aunt Esme","","CH   ",Colt,"","Brody's Cause","Aunt Esme","","","","","Wake Forest Stable",7000
11,3640,"Scott Mallory, Agent XIV ","","Golden Aurora","","B",Filly,"Golden Aurora","Goldencents","Aurora's Ride","","","","","Leo S. Nechamkin, II",10000
11,3641,"Summerfield (Francis and Barbara Vanlangendonck), Agent LXI ","","De Abolengo","","CH",Colt,"De Abolengo","Mitole","Azimuth","","","","","El Dozal LLC",12000
11,3642,"Taylor Made Sales Agency, Agent CLXXIV ","","Yoshida (JPN) --- Bajan","","CH",Colt,"","Yoshida (JPN)","Bajan","","","","","Nadir Khassanov",20000
11,3643,"Taylor Made Sales Agency, Agent for Westwind Farms ","","Jimmy Creed --- Barby Sue","","B    ",Colt,"","Jimmy Creed","Barby Sue","","","","","Call Rock",45000
11,3644,"Castle Park Farm LLC (Noel Murphy), Agent III ","","Mostaheb America","","CH   ",Colt,"Mostaheb America","Midshipman","Bella Joy","","","","","Faisal Alajmi",9000
11,3645,"Pope McLean (Crestwood Farm), Agent ","","Yorkton --- Belle Meade","","B",Filly,"","Yorkton","Belle Meade","","","","","Arturo Rodriquez",7000
11,3646,"Hunter Valley Farm, Agent ","","Autobombo","","DB/BR",Colt,"Autobombo","Tale of Ekati","Belle Soul","","","","","Francisco Moreyra",13000
11,3647,"Legacy Bloodstock, Agent for WinStar Farm Bred & Raised ","","Yoshida (JPN) --- Best Intentions","","DB/BR",Colt,"","Yoshida (JPN)","Best Intentions","","","","","K.O.I.D. Co.",22000
11,3648,"Taylor Made Sales Agency, Agent LXXXIII ","","Instilled Regard --- Beyond Ambition","","B",Filly,"","Instilled Regard","Beyond Ambition","","","","","Out",0
11,3649,"Machmer Hall Sales, Agent I ","","Complexity --- Bluegrass Miss","","B",Filly,"","Complexity","Bluegrass Miss","","","","","Out",0
11,3650,"Sally Thomas, Agent ","","Instagrand --- Boom Town Sally","","B",Colt,"","Instagrand","Boom Town Sally","","","","","Nice and Easy Thoroughbreds",42000
11,3651,"Nursery Place, Agent ","","Demarchelier (GB) --- Boots n' Battle","","DB/BR",Colt,"","Demarchelier (GB)","Boots n' Battle","","","","","Chad Schumer, Agent",8000
11,3652,"Eaton Sales, Agent ","","Mo Breezy","","B",Filly,"Mo Breezy","Mo Town","Breezy Girl","","","","","Jeffrey D. Jackson",5000
11,3653,"Lane's End, Agent ","","Candy A. P.","","B",Colt,"Candy A. P.","Candy Ride (ARG)","Brilliant Jewel","","","","","Angel Ordonez",14000
11,3654,"Upson Downs Farm, Agent ","","Global Campaign --- Brillo de Abril","","CH",Filly,"","Global Campaign","Brillo de Abril","","","","","Out",0
11,3655,"Scott Mallory, Agent XI ","","Higher Power --- Bronze Beauty","","B",Filly,"","Higher Power","Bronze Beauty","","","","","Linehan Bloodstock",15000
11,3656,"Machmer Hall Sales, Agent XIV ","","La Irrigacion","","B    ",Filly,"La Irrigacion","Instilled Regard","Burning Secret","","","","","Francisco Moreyra",6000
11,3657,"Hunter Valley Farm, Agent ","","Calcolery","","DB/BR",Filly,"Calcolery","Calculator","Cajolery","","","","","R.N.A. (24,000)",---
11,3658,"Hunter Valley Farm, Agent ","","Qurbaan --- Calentita (IRE)","","CH   ",Colt,"","Qurbaan","Calentita (IRE)","","","","","Victor Jimenez",4000
11,3659,"Hill 'n' Dale at Xalapa, Agent ","","Red Social","","B",Colt,"Red Social","Instagrand","Canadian Sunset","","","","","Jose Carrillo / Stud Carmen Cristina",20000
11,3660,"Hunter Valley Farm, Agent ","","Roman Candle (GB) --- Candy Rush","","B    ",Filly,"","Roman Candle (GB)","Candy Rush","","","","","Imagine",8000
11,3661,"Sycamore Bark Thoroughbreds, LLC ","","Thousand Words --- Canopy Lane","","DB/BR",Filly,"","Thousand Words","Canopy Lane","","","","","Joe Gellenbeck",3000
11,3662,"Nursery Place, Agent ","","Oscar Performance --- Canthandlethetruth","","B",Colt,"","Oscar Performance","Canthandlethetruth","","","","","Victory Stable",4000
11,3663,"Lane's End, Agent ","","Breedo Odin","","B",Colt,"Breedo Odin","Outwork","Cilantro","","","","","K.O.I.D. Co.",14000
11,3664,"Upson Downs Farm, Agent I ","","Mustique","","B",Filly,"Mustique","Maximum Security","Classic Brit","","","","","Out",0
11,3665,"Hunter Valley Farm, Agent ","","Classy Tap","","B    ",Filly,"Classy Tap","Brody's Cause","Classy Lil Rebel","","","","","Daniela Boyd",15000
11,3666,"Mulholland Farm ","","Classic Empire --- Cocoanut Row","","B",Colt,"","Classic Empire","Cocoanut Row","","","","","John Fahey",37000
11,3667,"Hunter Valley Farm, Agent ","","Goldencents --- Colonel Joan","","CH   ",Filly,"","Goldencents","Colonel Joan","","","","","Joshua Galindo",5000
11,3668,"Summerfield (Francis and Barbara Vanlangendonck), Agent X ","","La Consorte","","B",Filly,"La Consorte","Frosted","Commentary","","","","","El Dozal LLC",10000
11,3669,"Legacy Bloodstock, Agent XXXV ","","Flameaway --- Coy","","B",Filly,"","Flameaway","Coy","","","","","Big Sky Stable",25000
11,3670,"Pope McLean (Crestwood Farm), Agent ","","Heart to Heart --- Crocodile Tuff","","B",Filly,"","Heart to Heart","Crocodile Tuff","","","","","Joe Gellenbeck",3000
11,3671,"Pope McLean (Crestwood Farm), Agent ","","War of Will --- Crown It","","B",Colt,"","War of Will","Crown It","","","","","Out",0
11,3672,"Taylor Made Sales Agency, Agent CXXIV ","","C. R. Crown","","DB/BR",Filly,"C. R. Crown","Clearly Now","C R Vexora","","","","","Martha Catalina Vargas Hernandez",2500
11,3673,"Castle Park Farm LLC (Noel Murphy), Agent VIII ","","Echocrest","","DB/BR",Colt,"Echocrest","Echo Town","Cry of the Wild","","","","","Nadir Khassanov",12000
11,3674,"KatieRich Farms ","","Prime Rock","","B",Colt,"Prime Rock","Midnight Storm","Daisyago","","","","","Bagie Racing",9000
11,3675,"Moreau Bloodstock Int'l Inc. ","","Iron Sharpens Iron","","B",Colt,"Iron Sharpens Iron","Tapiture","Danalake","","","","","Kenneth McPeek, Agent",53000
11,3676,"Woods Edge Farm (Peter O'Callaghan), Agent ","","Temple City --- Dark Channel","","B",Filly,"","Temple City","Dark Channel","","","","","Big Easy",3500
11,3677,"Summerfield (Francis and Barbara Vanlangendonck), Agent LX ","","Baytown Shinjuku","","CH",Filly,"Baytown Shinjuku","First Samurai","Dark Street","","","","","Baytown Partnerships",7500
11,3678,"Ledgelands LLC, Agent for Twin Oaks Bloodstock LLC ","","Goldencents --- Darting","","DB/BR",Filly,"","Goldencents","Darting","","","","","Out",0
11,3679,"Pope McLean (Crestwood Farm), Agent ","","Heart to Crown","","B",Colt,"Heart to Crown","Heart to Heart","Daydawn (IRE)","","","","","Martha Catalina Vargas Hernandez",2500
